Unnamed: 0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR
8482,EMP0008483,Renee Morris,Finance,Financial Analyst,16/12/2015,"East Briana, Nigeria",1,9,Resigned,Remote,1207752
8483,EMP0008484,Edward Carter,IT,CTO,12/09/2012,"West Shawn, Philippines",2,12,Active,On-site,767194
8484,EMP0008485,Christopher Drake,IT,DevOps Engineer,14/07/2021,"Carrollshire, Pakistan",3,4,Resigned,On-site,739907
8485,EMP0008486,Karen Jones,HR,HR Executive,08/10/2023,"Lake Melissa, San Marino",5,1,Active,Remote,626846
8486,EMP0008487,Mike Jackson,IT,Software Engineer,05/09/2023,"Jacobland, Norfolk Island",3,1,Active,On-site,1460095
8487,EMP0008488,Mikayla Tucker,Sales,Account Manager,01/12/2016,"Denisefort, British Indian Ocean Territory (Chagos Archipelago)",4,8,Resigned,On-site,982750
8488,EMP0008489,Joshua Morgan,Sales,Sales Executive,16/01/2023,"Thomasbury, Malawi",5,2,Active,Remote,667260
8489,EMP0008490,Craig Flores,HR,HR Executive,26/10/2018,"Horneborough, Egypt",5,6,Active,On-site,593533
8490,EMP0008491,Mr. Hector Rodriguez,Operations,Operations Executive,19/02/2024,"Jamestown, Mayotte",2,1,Active,Remote,945221
8491,EMP0008492,Kristin Smith,Sales,Sales Executive,10/08/2023,"Lake Troychester, Saint Pierre and Miquelon",2,2,Resigned,On-site,715916
8492,EMP0008493,Shawn Wang DDS,IT,Software Engineer,25/02/2024,"Alexandraburgh, Somalia",3,1,Active,Remote,698042
8493,EMP0008494,Dennis Knapp,Operations,Operations Executive,20/02/2024,"Lake Maria, Kenya",4,1,Active,Remote,1138898
8494,EMP0008495,Steven Williams,IT,Software Engineer,01/10/2016,"West Aprilland, San Marino",1,8,Active,On-site,610708
8495,EMP0008496,Kevin Martinez,IT,Software Engineer,20/07/2025,"New Dawn, United States Minor Outlying Islands",1,0,Resigned,On-site,1319734
8496,EMP0008497,Morgan Mullins,Operations,Operations Director,24/01/2023,"West Thomasstad, Kiribati",2,2,Active,On-site,1175856
8497,EMP0008498,John Fitzpatrick,Marketing,Marketing Executive,23/10/2015,"East Raymondberg, Sudan",5,9,Active,On-site,761956
8498,EMP0008499,Kimberly Mason,Marketing,Content Strategist,11/04/2021,"Youngtown, United Kingdom",5,4,Resigned,Remote,545516
8499,EMP0008500,Mark Vargas,Sales,Account Manager,11/12/2023,"East Melissa, Spain",2,1,Active,Remote,575747
8500,EMP0008501,Amy Gibson,Operations,Operations Executive,06/07/2016,"Lake Mikestad, Serbia",5,9,Active,On-site,641077
8501,EMP0008502,Joel Rodriguez,HR,Talent Acquisition Specialist,28/01/2016,"Kevinshire, Portugal",3,9,Active,Remote,515336
8502,EMP0008503,Rebecca Melendez,Marketing,Marketing Executive,06/09/2018,"Oliviafort, Norfolk Island",3,6,Resigned,On-site,409902
8503,EMP0008504,Lindsey Williams,R&D,Research Scientist,06/07/2016,"Snowtown, Kyrgyz Republic",3,9,Active,Remote,894543
8504,EMP0008505,Valerie Avery,Operations,Operations Executive,27/11/2021,"North Staceyhaven, Bulgaria",4,3,Resigned,On-site,1149633
8505,EMP0008506,Kelsey Logan,IT,Software Engineer,03/11/2015,"Choiside, Macao",1,9,Active,On-site,1422381
8506,EMP0008507,John Chandler,IT,Data Analyst,19/04/2019,"New Thomaston, Moldova",1,6,Active,On-site,476000
8507,EMP0008508,William Cook,IT,Software Engineer,27/10/2015,"Danielsfurt, Korea",4,9,Active,Remote,1788419
8508,EMP0008509,Mrs. Marie Brown,Operations,Supply Chain Manager,26/10/2021,"Autumnbury, Finland",4,3,Resigned,On-site,761495
8509,EMP0008510,James Burke,Sales,Account Manager,25/08/2024,"Trujilloville, Japan",2,0,Active,On-site,801065
8510,EMP0008511,Mario Freeman,Operations,Supply Chain Manager,23/11/2015,"West Stephen, Myanmar",4,9,Active,On-site,1152082
8511,EMP0008512,Christina Torres,Sales,Business Development Manager,13/06/2017,"Lake Charles, Iceland",4,8,Active,On-site,702609
8512,EMP0008513,Tammy Baird,Marketing,Marketing Executive,02/11/2019,"Sydneyfurt, Somalia",3,5,Active,Remote,961082
8513,EMP0008514,Matthew Fowler,IT,Software Engineer,11/08/2023,"Lake Gregorybury, Sweden",1,2,Active,Remote,857598
8514,EMP0008515,Blake Becker,Sales,Business Development Manager,16/11/2015,"Samuelfort, Pakistan",5,9,Retired,On-site,881574
8515,EMP0008516,Lindsey Phillips,Sales,Sales Executive,05/10/2012,"Elizabethtown, Tunisia",5,12,Resigned,On-site,816083
8516,EMP0008517,Mandy Salinas,Operations,Logistics Coordinator,29/07/2024,"Port Cynthiaton, New Caledonia",4,1,Active,On-site,593081
8517,EMP0008518,Jesus Flowers,Operations,Supply Chain Manager,10/10/2022,"Anneshire, Ghana",2,2,Active,Remote,877996
8518,EMP0008519,Isaac Hawkins,IT,Software Engineer,15/12/2019,"Hicksland, Sri Lanka",2,5,Resigned,On-site,1689534
8519,EMP0008520,Michelle Gregory,IT,Software Engineer,07/12/2024,"Johnnyshire, Russian Federation",4,0,Active,On-site,1766270
8520,EMP0008521,Thomas Blankenship,Operations,Operations Executive,18/11/2018,"Lake Sethshire, Colombia",4,6,Resigned,On-site,548671
8521,EMP0008522,Jessica Matthews,R&D,Research Scientist,09/10/2018,"Jarvismouth, United States Virgin Islands",1,6,Active,On-site,410621
8522,EMP0008523,Jennifer Cunningham,IT,Software Engineer,17/04/2024,"Mitchellmouth, Ukraine",2,1,Terminated,Remote,1790388
8523,EMP0008524,Diamond Wood,R&D,Research Scientist,26/04/2018,"Port Theresaburgh, Venezuela",3,7,Active,On-site,791484
8524,EMP0008525,Kimberly Hinton,Operations,Logistics Coordinator,08/04/2023,"Port Lisa, Cook Islands",1,2,Active,On-site,745667
8525,EMP0008526,William Brown,IT,Software Engineer,21/10/2017,"Port Timothyfurt, Swaziland",4,7,Retired,Remote,1656509
8526,EMP0008527,Robert Wright,IT,Data Analyst,02/07/2023,"Lake David, Syrian Arab Republic",5,2,Active,Remote,580688
8527,EMP0008528,Gregory Patel,Sales,Sales Executive,11/02/2019,"Crystalton, Jamaica",1,6,Terminated,On-site,407942
8528,EMP0008529,Hayley Jefferson,Operations,Operations Executive,07/09/2022,"Kiarabury, Netherlands",5,2,Active,Remote,1114159
8529,EMP0008530,Tiffany Robinson,Sales,Sales Executive,15/07/2023,"Seanhaven, Liechtenstein",4,2,Active,Remote,731768
8530,EMP0008531,Kelly Merritt,Operations,Logistics Coordinator,08/07/2020,"New Dominiquehaven, Burkina Faso",1,5,Active,On-site,596061
8531,EMP0008532,Steven Mclaughlin,Sales,Sales Executive,26/11/2011,"West Jasminemouth, Ireland",1,13,Resigned,Remote,708647
8532,EMP0008533,Amanda Miller,Sales,Sales Executive,27/04/2016,"Stephanieton, Guinea",3,9,Resigned,On-site,436556
8533,EMP0008534,Valerie Roberts,Marketing,Marketing Executive,29/05/2021,"Saramouth, Lithuania",5,4,Active,On-site,664885
8534,EMP0008535,Dawn Miller,Operations,Operations Executive,29/07/2024,"Lake Alicia, Ireland",3,1,Resigned,Remote,833240
8535,EMP0008536,Antonio Barnes,Sales,Sales Executive,30/12/2016,"Port Carla, Antarctica (the territory South of 60 deg S)",4,8,Resigned,On-site,578381
8536,EMP0008537,Mary Gregory,Operations,Supply Chain Manager,23/09/2024,"Lake Williamview, Micronesia",2,0,Active,Remote,539333
8537,EMP0008538,Gary Morgan,IT,Software Engineer,02/11/2021,"Anthonyton, British Virgin Islands",4,3,Resigned,Remote,993888
8538,EMP0008539,Nathan Ford,Operations,Logistics Coordinator,14/06/2024,"Lake Erik, Pitcairn Islands",2,1,Active,On-site,647949
8539,EMP0008540,Rodney Powell,Marketing,Marketing Executive,13/07/2015,"Jamesberg, Canada",4,10,Active,Remote,1084970
8540,EMP0008541,Shane Armstrong,Operations,Operations Director,22/02/2020,"Scottville, Jersey",1,5,Active,On-site,878074
8541,EMP0008542,Aaron Cunningham,HR,HR Executive,26/01/2025,"New Michael, Moldova",5,0,Terminated,On-site,575543
8542,EMP0008543,Ronald Banks,IT,Software Engineer,20/05/2017,"Jillchester, Ethiopia",5,8,Active,Remote,1060131
8543,EMP0008544,Lori Ramos,IT,Data Analyst,30/01/2025,"Connerport, Sri Lanka",5,0,Terminated,On-site,640428
8544,EMP0008545,Margaret Russell,IT,Software Engineer,03/06/2012,"Port Jennahaven, Tanzania",3,13,Active,On-site,900745
8545,EMP0008546,Matthew Garrison,Operations,Operations Executive,12/09/2021,"North Jenniferborough, Uzbekistan",3,3,Resigned,Remote,1170902
8546,EMP0008547,Jesus Thomas Jr.,Finance,Financial Analyst,10/10/2022,"South Willie, Korea",1,2,Resigned,Remote,1468695
8547,EMP0008548,Michael Cook,Marketing,Marketing Executive,14/06/2023,"New Tammy, Timor-Leste",4,2,Active,Remote,693132
8548,EMP0008549,Aaron Jordan,Sales,Sales Executive,16/09/2022,"Eugenetown, Myanmar",4,2,Active,On-site,401724
8549,EMP0008550,Dr. Crystal Gill,IT,Software Engineer,31/03/2023,"Pageview, Argentina",4,2,Active,On-site,1581108
8550,EMP0008551,David Smith,Marketing,SEO Specialist,19/07/2024,"Ortegaville, Malawi",1,1,Terminated,Remote,635402
8551,EMP0008552,Angela House,Marketing,SEO Specialist,11/08/2022,"Lisaside, Samoa",5,3,Active,On-site,576157
8552,EMP0008553,Heather Miller,IT,Software Engineer,17/05/2016,"Port Mariafort, Trinidad and Tobago",2,9,Terminated,Remote,891497
8553,EMP0008554,Norman Baker,Operations,Operations Executive,23/08/2022,"New Kevinberg, Chile",5,2,Active,Remote,1099204
8554,EMP0008555,Christopher Mcguire,Sales,Account Manager,16/06/2023,"Boydville, Cambodia",4,2,Active,On-site,991518
8555,EMP0008556,Julia Schmidt,Sales,Sales Executive,06/12/2020,"Austinstad, Portugal",5,4,Resigned,On-site,728599
8556,EMP0008557,Tammy Henderson,Marketing,SEO Specialist,07/01/2022,"South Mackenzieborough, Saint Kitts and Nevis",2,3,Terminated,Remote,694642
8557,EMP0008558,Noah Leon,Finance,Accountant,21/06/2022,"North Rebecca, Belgium",5,3,Retired,On-site,436408
8558,EMP0008559,Angela Johnson,IT,DevOps Engineer,15/10/2021,"Parsonsbury, Syrian Arab Republic",5,3,Active,On-site,483875
8559,EMP0008560,Leon Edwards,IT,Software Engineer,05/11/2024,"Jacobsland, Rwanda",5,0,Active,On-site,1608004
8560,EMP0008561,Jeremy Williams,Sales,Sales Executive,16/04/2022,"Lake Kimberlybury, Slovakia (Slovak Republic)",3,3,Active,On-site,493413
8561,EMP0008562,Frederick Ryan,Marketing,SEO Specialist,07/11/2016,"Laurieberg, New Zealand",2,8,Active,On-site,917512
8562,EMP0008563,Ashley Welch,IT,DevOps Engineer,21/08/2010,"East Brendatown, Solomon Islands",2,14,Active,On-site,1045402
8563,EMP0008564,Katrina Owens,IT,Software Engineer,26/11/2020,"Shawhaven, South Africa",5,4,Active,Remote,1653419
8564,EMP0008565,Brett Scott,Sales,Sales Executive,25/06/2023,"North Bryan, Jamaica",1,2,Active,On-site,432613
8565,EMP0008566,Lydia Wallace,Sales,Account Manager,18/12/2023,"North Samanthaland, Colombia",4,1,Active,On-site,788124
8566,EMP0008567,Kim Flores,Finance,Finance Manager,19/03/2013,"South Brandonton, Gabon",1,12,Active,On-site,1696564
8567,EMP0008568,Jessica Brown,IT,Data Analyst,27/09/2021,"New Elizabethfurt, Montserrat",2,3,Active,Remote,1162466
8568,EMP0008569,Stephanie Lee,R&D,Research Scientist,17/11/2016,"Clarkstad, Kiribati",5,8,Active,On-site,1141765
8569,EMP0008570,Samuel Reid,Operations,Operations Executive,20/08/2019,"Richardfort, Ecuador",5,5,Resigned,Remote,475871
8570,EMP0008571,David Lee,Sales,Sales Executive,16/03/2020,"North Robert, Kyrgyz Republic",5,5,Active,Remote,426763
8571,EMP0008572,Jesse Rivers,R&D,Lab Technician,30/06/2019,"New Claudia, Peru",4,6,Terminated,On-site,530493
8572,EMP0008573,Ashley Anderson,IT,Software Engineer,06/05/2022,"Poncechester, Chile",2,3,Active,On-site,946992
8573,EMP0008574,Ryan Smith,IT,Software Engineer,02/08/2024,"Jillhaven, Indonesia",3,1,Active,Remote,951759
8574,EMP0008575,Katrina Anderson,Finance,Financial Analyst,15/04/2016,"South Kerry, Yemen",2,9,Active,On-site,1455799
8575,EMP0008576,Sandra Joseph,R&D,Product Developer,13/08/2020,"Mollyview, New Caledonia",2,5,Active,Remote,520697
8576,EMP0008577,Tara Harris,HR,Talent Acquisition Specialist,28/05/2018,"Lake Vanessa, Puerto Rico",5,7,Retired,Remote,761953
8577,EMP0008578,Brian Robinson,IT,Software Engineer,23/10/2016,"New Richardshire, Saint Kitts and Nevis",3,8,Active,On-site,675204
8578,EMP0008579,Debra Cardenas,Sales,Sales Executive,15/04/2011,"South Amber, Qatar",4,14,Resigned,On-site,495807
8579,EMP0008580,Adam Page,Operations,Operations Executive,28/12/2022,"Brooksview, Gabon",1,2,Resigned,Remote,1186146
8580,EMP0008581,Bobby Martinez,IT,IT Manager,02/04/2023,"Griffinfort, Comoros",2,2,Resigned,Remote,2684200
8581,EMP0008582,Melissa Smith,Marketing,Marketing Executive,10/02/2023,"Kylestad, Macao",2,2,Active,On-site,1168444
8582,EMP0008583,Dawn Craig,IT,Software Engineer,12/01/2021,"Lake Jeanne, Yemen",4,4,Active,Remote,1141668
8583,EMP0008584,Randy Hodges,Finance,Accountant,24/10/2020,"Riveramouth, Russian Federation",4,4,Active,Remote,614191
8584,EMP0008585,Luis Valdez,IT,DevOps Engineer,31/01/2025,"Lake Kristy, Cambodia",2,0,Active,Remote,686111
8585,EMP0008586,Rebecca Burton,R&D,Research Scientist,25/12/2021,"Colemanville, Holy See (Vatican City State)",5,3,Terminated,Remote,961657
8586,EMP0008587,Adam Smith,IT,DevOps Engineer,20/11/2013,"Washingtonberg, Mauritania",3,11,Resigned,Remote,436520
8587,EMP0008588,Joseph Mendez MD,IT,Software Engineer,21/05/2019,"Kathleentown, Cook Islands",5,6,Active,Remote,704985
8588,EMP0008589,Christina Villanueva,IT,Software Engineer,14/12/2015,"Mariaside, Seychelles",2,9,Active,Remote,1700642
8589,EMP0008590,Mia Jennings,Sales,Sales Director,09/12/2017,"Lake Kevin, Poland",3,7,Active,Remote,885514
8590,EMP0008591,Joshua Smith,IT,DevOps Engineer,03/05/2025,"Port Crystalmouth, Faroe Islands",5,0,Active,On-site,858537
8591,EMP0008592,Clifford Murphy,Finance,Accountant,10/05/2024,"West Mollyburgh, Taiwan",1,1,Retired,On-site,523481
8592,EMP0008593,David Mcbride,Finance,Financial Analyst,01/10/2015,"South Andrewfort, Luxembourg",4,9,Active,On-site,996810
8593,EMP0008594,Jose Horn,Marketing,SEO Specialist,29/03/2015,"North Carrieberg, Montserrat",2,10,Active,On-site,603500
8594,EMP0008595,Ricardo Lyons,Operations,Operations Executive,13/08/2018,"North Lance, Marshall Islands",4,7,Active,On-site,557743
8595,EMP0008596,Daniel Wade,Finance,Financial Analyst,27/08/2024,"Lake Rebeccachester, Tajikistan",1,0,Terminated,On-site,1291551
8596,EMP0008597,Anthony Brooks,IT,Software Engineer,14/01/2025,"Torresland, Uganda",2,0,Active,Remote,1799777
8597,EMP0008598,Tamara Hall,Marketing,Marketing Executive,01/10/2021,"Port Robertshire, Faroe Islands",5,3,Resigned,Remote,868645
8598,EMP0008599,Linda Coleman,Sales,Account Manager,17/09/2024,"New Anthony, Cambodia",5,0,Active,On-site,865236
8599,EMP0008600,William Sanders,HR,HR Executive,14/12/2016,"South Hailey, Sudan",5,8,Active,Remote,634209
8600,EMP0008601,Aaron Maynard,IT,Software Engineer,07/08/2019,"Scottburgh, Bermuda",1,6,Active,Remote,744586
8601,EMP0008602,Diana Gross,Marketing,SEO Specialist,16/09/2021,"Rileyborough, Finland",2,3,Retired,Remote,544923
8602,EMP0008603,Leslie Hicks,Finance,CFO,19/03/2021,"Rachelville, Eritrea",2,4,Active,Remote,1102094
8603,EMP0008604,Robert Allen,IT,Data Analyst,01/01/2022,"South Christopher, Germany",4,3,Active,On-site,836102
8604,EMP0008605,Walter Mack,Operations,Logistics Coordinator,27/02/2019,"Brooketon, Croatia",2,6,Active,Remote,590943
8605,EMP0008606,Patricia Lucero,Operations,Logistics Coordinator,18/03/2023,"Hinesborough, Bermuda",2,2,Active,On-site,877470
8606,EMP0008607,Anthony Valencia,Operations,Logistics Coordinator,21/07/2018,"South Denise, Niue",3,7,Active,Remote,655517
8607,EMP0008608,Felicia Ward,Sales,Sales Executive,30/03/2021,"Smithstad, Cuba",3,4,Active,On-site,689189
8608,EMP0008609,John Hebert,Marketing,Marketing Executive,08/11/2023,"New Susanmouth, Pitcairn Islands",2,1,Active,On-site,1187607
8609,EMP0008610,Michael King,IT,CTO,14/04/2024,"Levinefort, Mongolia",5,1,Resigned,On-site,1176621
8610,EMP0008611,Kristina Ray,Marketing,Content Strategist,05/09/2020,"South David, Tokelau",1,4,Active,On-site,728503
8611,EMP0008612,Joyce Smith,IT,Data Analyst,05/10/2015,"South Katrina, Puerto Rico",2,9,Active,Remote,963390
8612,EMP0008613,Dr. Scott Pitts,R&D,Research Scientist,22/02/2014,"New Amanda, Togo",2,11,Active,Remote,1107742
8613,EMP0008614,Jesus Manning,Sales,Sales Director,20/04/2019,"Beltranborough, Saint Barthelemy",1,6,Active,On-site,489549
8614,EMP0008615,Mary Alvarez,Operations,Operations Executive,18/09/2018,"West Randymouth, Malawi",2,6,Terminated,On-site,706585
8615,EMP0008616,Wesley Flores,IT,Software Engineer,28/11/2021,"Stephaniestad, Latvia",1,3,Active,Remote,1611965
8616,EMP0008617,Brandon Bonilla,Marketing,Marketing Executive,07/12/2021,"Brucemouth, Saint Barthelemy",4,3,Resigned,On-site,908187
8617,EMP0008618,Aaron Thomas,Sales,Sales Director,11/12/2023,"South Dannyborough, Mozambique",4,1,Active,On-site,737623
8618,EMP0008619,Jennifer Dorsey,IT,Software Engineer,14/05/2016,"East Stephen, Aruba",1,9,Active,On-site,865923
8619,EMP0008620,Aaron Schmitt,IT,Data Analyst,06/07/2018,"Lake Angelatown, Brazil",1,7,Retired,On-site,1082942
8620,EMP0008621,Kelly Ingram,Sales,Business Development Manager,09/08/2016,"East Amyborough, Iceland",3,9,Retired,Remote,1661320
8621,EMP0008622,Misty Mills,Marketing,Marketing Executive,27/01/2016,"South Christopher, Papua New Guinea",5,9,Active,On-site,875361
8622,EMP0008623,Jack Rodriguez,Finance,Financial Analyst,02/02/2015,"Lake Jacob, Samoa",1,10,Active,On-site,1016796
8623,EMP0008624,Fernando Lawrence,Operations,Operations Director,18/09/2022,"Dickersonhaven, Korea",5,2,Active,On-site,981020
8624,EMP0008625,Barbara Taylor,Operations,Operations Executive,23/09/2016,"Taylorport, Congo",3,8,Active,On-site,1159993
8625,EMP0008626,Mrs. Danielle Beard,Finance,Finance Manager,01/12/2020,"Smithhaven, Lao People's Democratic Republic",4,4,Active,Remote,2069170
8626,EMP0008627,Jean Young,Sales,Account Manager,24/05/2021,"Newmanshire, Malaysia",2,4,Active,Remote,847256
8627,EMP0008628,Francisco Brown,Finance,Financial Analyst,18/02/2025,"North Kimberly, Nauru",2,0,Active,On-site,1095141
8628,EMP0008629,Jeffrey Hurst,HR,HR Executive,20/07/2017,"Marcusmouth, Taiwan",2,8,Active,On-site,304019
8629,EMP0008630,John Martinez,R&D,Research Scientist,17/10/2014,"New Lindsey, Burkina Faso",5,10,Resigned,On-site,758920
8630,EMP0008631,Dillon Singleton,R&D,Research Scientist,17/09/2018,"Martinezborough, Burundi",2,6,Active,Remote,590182
8631,EMP0008632,Samantha King,R&D,Product Developer,05/10/2019,"Donaldshire, Costa Rica",2,5,Active,On-site,699444
8632,EMP0008633,Natalie Day,Sales,Account Manager,16/06/2020,"North Debbiefort, Australia",3,5,Active,On-site,852468
8633,EMP0008634,James Jackson,Sales,Business Development Manager,25/10/2022,"Andrewsberg, Georgia",5,2,Active,Remote,1658519
8634,EMP0008635,Rebecca Holmes,IT,Software Engineer,31/03/2023,"East James, Philippines",5,2,Resigned,Remote,1066040
8635,EMP0008636,David Davis,IT,Software Engineer,06/09/2012,"Christopherland, Morocco",1,12,Active,On-site,1224845
8636,EMP0008637,Cindy Sharp,IT,Software Engineer,27/09/2023,"Christineview, Cambodia",2,1,Active,Remote,875505
8637,EMP0008638,Kristi Hensley,Marketing,Marketing Executive,17/06/2018,"Port David, Cocos (Keeling) Islands",2,7,Active,Remote,611774
8638,EMP0008639,Courtney Friedman,IT,Software Engineer,06/09/2018,"New Nancytown, Bolivia",5,6,Resigned,On-site,1102626
8639,EMP0008640,Richard Thompson,IT,DevOps Engineer,06/12/2016,"Frankbury, Chad",4,8,Resigned,Remote,1130954
8640,EMP0008641,James Edwards,Sales,Account Manager,07/06/2018,"Jamesland, Mali",3,7,Active,Remote,552223
8641,EMP0008642,Terry Shelton,Marketing,SEO Specialist,06/04/2023,"Erikburgh, Jersey",5,2,Resigned,On-site,658865
8642,EMP0008643,Sarah Ruiz,IT,Software Engineer,30/07/2025,"New Lauren, Paraguay",1,0,Active,On-site,1263987
8643,EMP0008644,Timothy Alvarez,Marketing,SEO Specialist,28/05/2025,"Brittanyhaven, Timor-Leste",1,0,Active,On-site,985063
8644,EMP0008645,Tyler Barrera,Marketing,SEO Specialist,08/10/2021,"Brandonton, Peru",3,3,Active,On-site,496553
8645,EMP0008646,Jennifer Zamora,Operations,Operations Executive,25/07/2016,"New Carol, Vanuatu",3,9,Resigned,On-site,927282
8646,EMP0008647,Joshua Stevenson,Sales,Business Development Manager,11/04/2024,"Jessicastad, United States Minor Outlying Islands",4,1,Active,On-site,754920
8647,EMP0008648,Terri Benson,Sales,Account Manager,12/04/2011,"Port David, Oman",5,14,Active,Remote,916421
8648,EMP0008649,Kaitlin Smith,HR,HR Manager,24/03/2016,"West Crystalville, Cuba",3,9,Active,Remote,958782
8649,EMP0008650,Rebecca Donaldson,IT,DevOps Engineer,18/05/2025,"Jeremyfort, Saint Barthelemy",5,0,Active,Remote,765653
8650,EMP0008651,Kevin White,Marketing,SEO Specialist,30/11/2023,"New Phillip, San Marino",1,1,Active,On-site,524740
8651,EMP0008652,George Owens,Marketing,Marketing Executive,06/03/2018,"Guzmanfort, Niue",3,7,Resigned,Remote,402662
8652,EMP0008653,Jesus Bryant,IT,Software Engineer,01/04/2016,"Blairville, Heard Island and McDonald Islands",1,9,Resigned,Remote,1113043
8653,EMP0008654,Ashley Jenkins,IT,Software Engineer,11/05/2023,"Edwardschester, New Caledonia",3,2,Active,On-site,1584671
8654,EMP0008655,Alison Spencer,Finance,Accountant,18/05/2019,"New Christopher, Cuba",4,6,Active,On-site,780414
8655,EMP0008656,Rita House,Finance,Finance Manager,04/04/2025,"Patriciahaven, Lao People's Democratic Republic",1,0,Resigned,On-site,2113801
8656,EMP0008657,Arthur Everett,Sales,Sales Executive,20/02/2019,"Quinnport, Spain",5,6,Terminated,On-site,591080
8657,EMP0008658,Sandra Jones,Marketing,Marketing Executive,01/11/2022,"Luisstad, Czech Republic",3,2,Active,Remote,618379
8658,EMP0008659,Linda Bailey,Operations,Operations Executive,02/12/2018,"East Ashleyfurt, Saint Vincent and the Grenadines",1,6,Active,Remote,1059691
8659,EMP0008660,Kyle Sims,IT,Software Engineer,13/05/2024,"Port Judyberg, Libyan Arab Jamahiriya",5,1,Resigned,On-site,1240849
8660,EMP0008661,Edward Cook,IT,IT Manager,05/10/2012,"Port Richard, Cuba",4,12,Active,Remote,2646029
8661,EMP0008662,Sandra Yates,Sales,Account Manager,17/12/2022,"Osbornburgh, Zimbabwe",1,2,Terminated,On-site,813534
8662,EMP0008663,Edwin Holmes,IT,Software Engineer,06/12/2023,"South Michaelbury, Haiti",2,1,Retired,Remote,1508251
8663,EMP0008664,Jeff Thomas,IT,Software Engineer,18/09/2016,"Port Laurie, British Indian Ocean Territory (Chagos Archipelago)",4,8,Terminated,Remote,1749353
8664,EMP0008665,Lisa Wright,Sales,Sales Executive,08/04/2020,"East Morgan, South Africa",1,5,Terminated,Remote,640051
8665,EMP0008666,Michelle Rodriguez,IT,CTO,29/09/2020,"New Sheryl, Honduras",2,4,Active,Remote,896665
8666,EMP0008667,Jessica Fisher,IT,Software Engineer,21/01/2023,"Lake Barbara, Argentina",5,2,Active,Remote,1712796
8667,EMP0008668,Lori Adams,Finance,Finance Manager,02/12/2021,"West Jeanfurt, Bermuda",5,3,Active,Remote,2142019
8668,EMP0008669,Amber Bridges,IT,Software Engineer,29/04/2025,"Lewisfurt, Gabon",2,0,Active,On-site,1124678
8669,EMP0008670,Sharon Ortiz,Operations,Logistics Coordinator,01/02/2021,"New Williamtown, Montenegro",2,4,Active,On-site,541349
8670,EMP0008671,Anthony Miller,Marketing,Content Strategist,20/12/2015,"Russellborough, Reunion",1,9,Active,Remote,490093
8671,EMP0008672,Andrea Pace,Sales,Account Manager,11/07/2019,"East Amyberg, Ecuador",5,6,Active,On-site,463013
8672,EMP0008673,Claudia Duran,Sales,Sales Executive,08/04/2023,"Ramosside, Reunion",4,2,Active,On-site,451110
8673,EMP0008674,Jeremiah Bradford,Operations,Supply Chain Manager,08/08/2011,"New Sarah, Bouvet Island (Bouvetoya)",3,14,Resigned,Remote,402306
8674,EMP0008675,Lawrence Anderson,HR,HR Manager,08/04/2023,"New Patrickville, Bahamas",2,2,Resigned,On-site,1270278
8675,EMP0008676,Michelle Mitchell,R&D,Research Scientist,12/03/2025,"East Jessicaside, Sierra Leone",4,0,Retired,Remote,803352
8676,EMP0008677,Julia Cooley,R&D,Research Scientist,11/07/2013,"Port Stephenmouth, Benin",4,12,Active,On-site,1003873
8677,EMP0008678,Dr. Casey Wagner MD,Marketing,Marketing Executive,21/12/2020,"Lake Justin, Togo",4,4,Active,On-site,631300
8678,EMP0008679,Dawn Zimmerman,Sales,Sales Executive,16/07/2022,"South Kimberlyview, Congo",1,3,Active,Remote,512143
8679,EMP0008680,Juan Thomas,IT,DevOps Engineer,20/02/2024,"Johnstontown, Christmas Island",2,1,Active,On-site,899602
8680,EMP0008681,Eric Gentry,IT,Data Analyst,25/12/2021,"New Amber, Bangladesh",2,3,Resigned,On-site,509610
8681,EMP0008682,Kenneth Torres,Operations,Supply Chain Manager,26/06/2023,"East Andrew, Vietnam",4,2,Resigned,Remote,1042296
8682,EMP0008683,Vincent Green,Finance,Accountant,15/10/2019,"North Frankstad, Cambodia",1,5,Terminated,Remote,447907
8683,EMP0008684,Mark Richmond,Sales,Account Manager,13/07/2019,"Michaelfurt, Uganda",4,6,Active,Remote,901957
8684,EMP0008685,Courtney Osborne,Operations,Operations Executive,27/04/2021,"Ruizview, Rwanda",5,4,Active,On-site,835356
8685,EMP0008686,Lisa Brown,Sales,Account Manager,28/05/2016,"South Crystalland, Pitcairn Islands",3,9,Active,On-site,676113
8686,EMP0008687,Christopher Franklin,Sales,Sales Executive,29/09/2024,"Donovanview, Kyrgyz Republic",4,0,Active,On-site,510101
8687,EMP0008688,Richard King Jr.,Sales,Account Manager,01/10/2019,"West Matthewburgh, Montenegro",3,5,Active,On-site,917625
8688,EMP0008689,Kevin Sutton,IT,Data Analyst,01/01/2022,"Ronnieton, Germany",3,3,Active,On-site,460983
8689,EMP0008690,Jordan Cuevas,IT,Software Engineer,28/06/2021,"West Scott, San Marino",2,4,Retired,Remote,1117029
8690,EMP0008691,Jocelyn Young,Sales,Sales Executive,19/06/2019,"Russellville, France",2,6,Active,On-site,465620
8691,EMP0008692,Brooke Owens,Finance,Accountant,20/09/2018,"Kanechester, Oman",3,6,Resigned,On-site,662202
